prscrbr_type,drug_name,tot_clms,tot_benes,tot_drug_cst,data_source,source_url,extract_year,source_mode,schema_version,retrieved_at_utc
Family Practice,Nexoral,111,25,123619.71,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Roventra,164,15,187814.33,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Vexpro,149,31,136180.61,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Nexoral,42,25,29771.87,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Nexoral,125,103,110865.93,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Vexpro,95,49,87564.15,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Roventra,234,215,105660.76,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Rheumatology,Vexpro,214,183,91116.49,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Rheumatology,Roventra,51,43,60392.33,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Vexpro,179,77,25102.94,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Cardiology,Vexpro,159,13,107902.6,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Vexpro,123,56,101358.25,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Nexoral,14,14,10420.61,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Nexoral,33,24,31181.04,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Roventra,91,48,57021.4,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Vexpro,284,212,136738.59,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Vexpro,108,84,62211.62,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Nexoral,135,70,29462.11,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Roventra,106,51,122891.27,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Nexoral,124,13,47041.04,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Vexpro,185,184,28817.51,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Cardiology,Vexpro,226,166,99336.56,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Cardiology,Nexoral,96,22,33548.71,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Roventra,161,90,15493.72,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Nexoral,173,148,94141.05,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Vexpro,127,93,133411.9,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Nexoral,77,51,78727.1,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Vexpro,187,149,144947.68,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Rheumatology,Roventra,224,213,30405.63,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Rheumatology,Vexpro,233,143,91650.54,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Cardiology,Vexpro,69,21,52545.19,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Cardiology,Nexoral,262,99,239023.93,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Vexpro,23,16,20647.52,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Nexoral,101,35,22788.79,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Vexpro,119,92,42462.15,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Nexoral,245,151,264654.9,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Rheumatology,Vexpro,248,32,291546.32,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Nexoral,59,12,15638.32,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Cardiology,Vexpro,117,53,56829.76,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Cardiology,Nexoral,289,122,277546.99,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Cardiology,Vexpro,169,156,163203.17,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Nexoral,68,65,11303.0,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Vexpro,268,82,250992.68,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Rheumatology,Vexpro,205,78,205153.22,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Rheumatology,Nexoral,234,175,241991.26,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Nexoral,142,121,43459.28,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Vexpro,205,123,21107.55,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Roventra,112,105,61920.5,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Cardiology,Nexoral,217,105,31497.64,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Cardiology,Vexpro,278,128,198943.69,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Cardiology,Roventra,197,163,38105.24,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Nexoral,149,31,55508.78,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Vexpro,178,57,204902.46,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Vexpro,116,18,130820.37,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Nexoral,147,14,123487.31,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Vexpro,20,16,20699.86,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Roventra,263,253,26155.17,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Nexoral,250,134,170702.59,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Roventra,137,134,81399.99,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Vexpro,36,23,12814.5,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Vexpro,68,30,68417.12,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Nexoral,18,13,13254.49,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Roventra,291,40,293663.37,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Nexoral,205,109,64172.36,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Nexoral,94,11,74106.69,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Vexpro,22,12,4011.33,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Nexoral,35,26,41844.46,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Vexpro,142,14,36928.42,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Vexpro,208,202,43695.29,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Nexoral,236,170,93234.45,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Vexpro,253,18,93379.23,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Vexpro,84,35,37837.48,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Roventra,123,53,22801.43,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Nexoral,87,72,18009.56,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Cardiology,Roventra,139,137,96404.58,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Cardiology,Vexpro,92,14,84502.22,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Nexoral,282,251,295717.09,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Vexpro,279,258,111625.08,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Cardiology,Nexoral,65,21,65519.81,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Cardiology,Vexpro,262,130,66093.48,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Vexpro,99,84,42167.76,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Roventra,191,28,26009.65,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Vexpro,213,167,27812.12,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Rheumatology,Nexoral,230,29,177458.21,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Rheumatology,Vexpro,46,46,29591.26,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Vexpro,87,29,27023.62,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Nexoral,83,47,88983.09,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Nexoral,291,275,344343.88,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Vexpro,29,28,6791.87,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Nexoral,236,218,69614.42,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Nexoral,93,87,32659.97,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Vexpro,98,35,103215.01,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Nexoral,199,148,171214.96,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Vexpro,271,43,255523.54,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Nexoral,140,136,15060.54,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Endocrinology,Roventra,196,100,188183.83,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Roventra,11,11,3890.03,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Vexpro,108,20,57959.92,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Nexoral,31,14,7685.94,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Vexpro,284,75,246299.27,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Nexoral,218,202,57686.54,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Roventra,191,160,58997.75,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Vexpro,280,163,242210.73,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Nexoral,14,13,6309.51,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Vexpro,71,30,81701.59,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Nexoral,252,70,49069.55,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Rheumatology,Nexoral,296,145,208799.15,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Rheumatology,Roventra,34,34,4880.88,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Cardiology,Nexoral,84,42,17095.83,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Vexpro,234,81,195104.85,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Cardiology,Nexoral,209,53,101846.78,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Nexoral,193,71,124776.76,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Pulmonology,Roventra,113,20,76863.61,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Cardiology,Nexoral,259,231,297182.3,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Family Practice,Nexoral,275,82,96181.07,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Cardiology,Nexoral,43,14,23461.42,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Vexpro,170,142,148167.07,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Vexpro,121,81,127368.62,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
Oncology/Hematology,Nexoral,78,38,30701.84,synthetic proxy,local generated Chapter 3 data,2024,dry_run,2026-06-11,2026-06-17T06:25:03+00:00
